region,year,model,30,60,90,120,180,270,360,365,ISL,IISL,mid90,-270,-180,-120,-90,-60,-30
27,2024,FeedForwardNN,6.014705240247897,3.1386012344234806,2.1751099676394037,1.746890339410704,1.2134167012635868,0.8523969775907044,0.8985515690680157,0.9238887132228917,0.2517234348877699,0.13035753024493946,0.11894720367193526,0.5178036057307953,0.6579079340133346,0.9247081359034393,1.1785226019793638,1.6163386480015978,1.6429677058224494
28,2010,HBA,,,,,,,,,,,,,,,,,
28,2010,Alaton,,,,,,,,,,,,,,,,,
28,2010,Benth,,,,,,,,,,,,,,,,,
28,2010,XGB,,,,,,,,,,,,,,,,,
28,2010,RandomForest,,,,,,,,,,,,,,,,,
28,2010,SVM,,,,,,,,,,,,,,,,,
28,2010,KNN,,,,,,,,,,,,,,,,,
28,2010,LSTM,,,,,,,,,,,,,,,,,
28,2010,FeedForwardNN,,,,,,,,,,,,,,,,,
28,2011,HBA,,,,,,,,,,,,,,,,,
28,2011,Alaton,,,,,,,,,,,,,,,,,
28,2011,Benth,,,,,,,,,,,,,,,,,
28,2011,XGB,,,,,,,,,,,,,,,,,
28,2011,RandomForest,,,,,,,,,,,,,,,,,
28,2011,SVM,2.4926696271459687,1.9138016058225833,1.6448586704224775,1.4537001074963334,1.1736427106495737,0.9332948254807366,0.9212053431218601,0.9261136010914077,0.7024267508766704,0.4525990551430625,0.4910790872970906,0.6862879114216205,0.6928555028981912,0.8246861008823604,0.917693037730278,1.0494447690687607,1.1994310998617836
28,2011,KNN,4.87971640364143,3.4184062654484775,2.794054574955773,2.3838070071177904,1.8678179189830388,1.4623543007599171,1.4001388511314434,1.4045752937298053,0.941581263010305,0.6514270643136738,0.705569738468087,0.944472619440176,0.962258990291229,1.1303267397330876,1.262314001635124,1.435136111984859,1.6249897520905068
28,2011,LSTM,3.7179306538644585,2.1664744586013773,1.5203028491447617,1.1892312986508826,0.8334553067549374,0.5896958734713668,0.48802461090836785,0.48630671164063977,0.14660776436511275,0.10217700690422529,0.09876908974648503,0.1477817254157274,0.14965918960772231,0.17913725277201814,0.19324434497092674,0.20530301025027878,0.26286159247911056
